amount_n,tx_type_enc,location_risk,hour_n,device_enc,freq_n,age_n,failed_n,is_new_device,odd_hour
0.019145176831252598,0.0,0.07288995859264223,0.542025960486097,0.0,0.14777682579869134,0.8338605190727293,0.09143895025006017,1.0,1.0
0.2482893515977746,0.0,0.13154066050089153,0.6105096258442176,0.25,0.07958398606941695,0.4123512501799391,0.05847989552462312,0.0,0.0
0.18949931973661946,0.75,0.10866806636539854,0.5124667602999502,0.25,0.132604935416919,0.7800624025109522,0.021784457399824556,1.0,0.0
0.22742632202561214,0.0,0.14831253360016666,0.8016839851060548,0.25,0.0551517463051647,0.3359161432241442,0.027677772519746926,0.0,1.0
0.1063577904389605,0.0,0.2355831637134866,0.7539604565183129,0.0,0.06745298946842794,0.4278002198670323,0.044954336605712034,1.0,1.0
0.29120940731847095,0.75,0.16856064535634663,0.777468070741983,0.5,0.19053345690244938,0.449457624707366,0.032278018249234576,0.0,0.0
0.2679363363966593,0.25,0.1926826515300616,0.6277099428420625,0.5,0.09437250312840703,0.9971479924513789,0.0021313905434940717,0.0,0.0
0.23351504912212856,0.25,0.1285387220195856,0.6310047495164839,0.25,0.06409776697379382,0.3716578361743659,0.06562560081171347,1.0,0.0
0.05839161235559027,0.0,0.08532231677177514,0.6155192102295692,0.0,0.10767948443101848,0.303365971706868,0.061342790409330133,1.0,0.0
0.14001630111811025,0.0,0.11673341223443214,0.5109304926528737,0.25,0.08966285836172593,0.9405531499851283,0.09043107032188408,1.0,0.0
0.013141129736168633,0.25,0.26492007531049677,0.4432636006403575,0.5,0.15131522672283904,0.3295445550562822,0.047685404010545045,1.0,0.0
0.046286847620264346,0.75,0.20060424053835263,0.6052017324693222,0.5,0.1931808991683586,0.9034239357035243,0.034470896179838784,1.0,0.0
0.20491468597273638,0.25,0.14449716829930842,0.2653191022830702,0.0,0.12651273640238453,0.720365302117352,0.0511517182917767,1.0,0.0
0.22342864677234514,0.75,0.24747649543389688,0.2544738588542818,0.5,0.1264064936486447,0.6614891984564151,0.019469499089583966,1.0,1.0
0.290252919730263,0.75,0.06611435811372719,0.7609850957780491,0.5,0.08567009457022697,0.8010709692372615,0.06255403518247864,0.0,0.0
0.09774760744144557,0.25,0.11347277198059642,0.2778544268665733,0.25,0.12163356775555317,0.7807991657184401,0.07700328827901616,1.0,0.0
0.11113791181046066,0.25,0.10752578851433482,0.5648770902000508,0.25,0.07747919594968489,0.28842095153465097,0.015346171337569214,0.0,0.0
0.14086674338274238,0.25,0.2963411405420555,0.6189926577697871,0.25,0.020196573376221546,0.9995728883253514,0.03183832176353292,1.0,0.0
0.0568414077252857,0.0,0.22652464559819008,0.3689027377734614,0.0,0.17589731111812731,0.9535117811589828,0.08678009793663988,0.0,0.0
0.03897645160064149,0.75,0.20444648409713856,0.787438502959089,0.25,0.09729993539390695,0.9172735702895329,0.05055317486338219,0.0,1.0
0.14271147786778013,0.75,0.05124624132361823,0.364057463049025,0.0,0.10857592730971942,0.6978313071539255,0.053183664667754676,0.0,0.0
0.06807280471526524,0.25,0.09607750052246435,0.7807089924200048,0.0,0.03503016477666708,0.6182330650658514,0.07224081970533516,0.0,0.0
0.2009441984047531,0.25,0.20888532324326958,0.7077941615998211,0.25,0.17067989241297057,0.6290228671053346,0.057789281522132654,1.0,0.0
0.1311455756616992,0.25,0.14492983162041645,0.39444577211451637,0.25,0.05066067266796627,0.21194955538258597,0.006957976807381916,1.0,0.0
0.24980345881735122,0.75,0.28107009591976523,0.3404464997656561,0.5,0.09391180858117688,0.5995756015563544,0.08039617118630359,1.0,0.0
0.21007953060067472,1.0,0.2411810547854395,0.43973962611174106,0.25,0.17124779847149865,0.699015654127936,0.09228360372484679,0.0,0.0
0.09370999241461232,0.0,0.16184601820103,0.4887703397621648,0.5,0.10240092923843352,0.7269649670199587,0.005327723299081222,0.0,0.0
0.2496779404185603,0.25,0.23737874438456763,0.397470805899354,0.5,0.18760742038396347,0.4657115720410504,0.012124975645755098,0.0,0.0
0.24142930724904055,0.0,0.2938510809565554,0.8493349292526539,0.25,0.05767657461572415,0.5770258802348396,0.07019752022074804,1.0,1.0
0.11624351370905234,0.25,0.16524520617536764,0.3877914017437486,0.5,0.14874190939185886,0.7090484853300596,0.060447393251452555,1.0,0.0
0.08649843117907323,0.0,0.21063147197213333,0.7483808961897142,0.25,0.19603973424111096,0.5426444082201454,0.038251699897174585,0.0,0.0
0.20474865119249264,0.25,0.2796661537653238,0.34547064825428364,0.25,0.11893045469965598,0.9697081591868202,0.05392486489403714,0.0,0.0
0.04192574508279294,0.25,0.11216866550904332,0.8381467751655685,0.0,0.14459310175591872,0.7643536878816002,0.07033385680010588,1.0,1.0
0.05997246074253249,0.25,0.2716394784165696,0.38531407496985093,0.0,0.09078079872818154,0.2010189970007124,0.050447646188092936,1.0,0.0
0.0022086809253016536,0.25,0.07438617669324567,0.5030131328701553,0.25,0.1552407211505844,0.2186235851858024,0.014018832463564924,0.0,0.0
0.23607731325064152,1.0,0.21211204264691164,0.5851384400607439,0.0,0.18359733017427124,0.7522401627746995,0.008943602913329018,0.0,0.0
0.19945525697760963,1.0,0.24570953876394608,0.322171429093656,0.25,0.14655000206909527,0.5301160780364023,0.04388587351883817,1.0,0.0
0.21154961358790053,0.0,0.20365155481310654,0.7400920404874607,0.0,0.18846716804857627,0.8715767593698132,0.09228847578488338,1.0,1.0
0.23421870930659036,0.25,0.17388370103813577,0.41481131960849793,0.0,0.12595747735861573,0.33841232758900963,0.055777917470849384,1.0,1.0
0.137674732661502,1.0,0.2043367749814215,0.5795619409609982,0.25,0.12388473928117334,0.2110615312418335,0.03582200690178491,1.0,0.0
0.17062235878586812,0.75,0.08791592719486115,0.5797802864159481,0.25,0.07483292985964797,0.5104658800909698,0.09087061695210355,1.0,0.0
0.04193909943829723,0.0,0.10389267758255459,0.611584391395471,0.5,0.14773294840948145,0.7888512834459591,0.03886321561789381,0.0,1.0
0.034359022060792034,0.75,0.1174748359890855,0.2832915919145888,0.5,0.17875145391610797,0.9773821867020549,0.05091464809343752,1.0,0.0
0.20052088853714148,0.0,0.19944483515750955,0.3511712570989407,0.5,0.13633692070320763,0.9069231034808445,0.01164993306287212,0.0,0.0
0.14132886184293975,0.0,0.16047526843626764,0.3467153457540185,0.0,0.06194705970774493,0.5872596895497111,0.07374009455193813,0.0,1.0
0.16957083194435665,0.75,0.11111896062145989,0.4312307556495111,0.25,0.11793964064990359,0.8502538265570934,0.07003029571437157,0.0,0.0
0.22949965722480767,0.75,0.27070233303614505,0.33694849411500394,0.0,0.1560687350512547,0.2562643662940913,0.07942439928593291,1.0,0.0
0.19041549600017724,1.0,0.14348046007330584,0.8031527924645738,0.0,0.1890853966770955,0.6578178780679067,0.03251913134277634,0.0,0.0
0.16607382019739875,0.25,0.1615079298074728,0.5577726703067805,0.0,0.048187288913699715,0.9394387304115761,0.04360532190661919,0.0,0.0
0.16776214822362406,1.0,0.15242526913724863,0.6241450886216107,0.25,0.04294947637398091,0.517108117992592,0.016834171152719835,1.0,0.0
0.09118502941878366,0.25,0.09548573881918816,0.4644929052388725,0.0,0.09432983544192308,0.9680805037304925,0.09645048760964994,0.0,0.0
0.009245350370381822,0.75,0.23290675385755832,0.41574768462034695,0.25,0.04261001050326996,0.3765480773832843,0.008607734740788265,1.0,0.0
0.1310152167697087,0.0,0.16211456556721449,0.5519063021393278,0.0,0.19647720425092133,0.28450704762671486,0.06490133036748073,1.0,0.0
0.06437540184585876,0.0,0.054064277473179614,0.42659378490090016,0.25,0.09637478611086066,0.6198098688653608,0.07052573945651862,1.0,0.0
0.12255859311739084,1.0,0.29100342558994924,0.45618755543785855,0.25,0.1160498934322229,0.9257974975849794,0.015773647365097964,1.0,1.0
0.25602092198044984,1.0,0.2539409028988534,0.5216505245625143,0.0,0.06087580063269883,0.44902337499579537,0.036532320583048984,1.0,0.0
0.07018184575960222,1.0,0.2308898385229508,0.5534402123106132,0.0,0.10084270223664728,0.840128255519162,0.004312656676248328,1.0,0.0
0.017490822506719805,0.25,0.26727296762963226,0.8405884070691032,0.5,0.1972449082750196,0.33535781270422477,0.0556608257586641,1.0,0.0
0.08441516760659896,0.0,0.27670181340138755,0.3839935528971643,0.5,0.10796368724605453,0.7964563168007517,0.09949381428236242,0.0,0.0
0.08807812733000508,1.0,0.13437242659610965,0.5427856989295883,0.0,0.021588306644807518,0.6456215531099448,0.04298849568221589,0.0,0.0
0.19857495441806852,0.75,0.20273966960417467,0.3397070436936034,0.5,0.0636549554451135,0.3400135803154978,0.09900082203729366,1.0,0.0
0.16710964570238349,0.0,0.20220195230139854,0.45999953962478357,0.0,0.19612186948613075,0.7744697995500869,0.012622542380896253,0.0,0.0
0.23516946273192404,1.0,0.11682491720264924,0.6803864312238426,0.5,0.19803215241393185,0.7710048907651419,0.03924543432677957,0.0,0.0
0.19929406209821626,1.0,0.1054880628617668,0.35467728625634476,0.0,0.057888756158907026,0.6123481833147523,0.09019649700484719,0.0,0.0
0.12191605843202115,0.25,0.07847681370475552,0.5988107845300259,0.25,0.13074753581189363,0.38037411011413974,0.08766954816574722,1.0,0.0
0.24420611539981038,1.0,0.2148285489791132,0.5000206141408043,0.0,0.03384349949097461,0.30583511379599726,0.03235915778697842,1.0,0.0
0.05009187597231117,1.0,0.24522974775769496,0.2809477266426838,0.0,0.12393949564003326,0.9658040387678315,0.06786105837683316,1.0,0.0
0.006813621940158143,0.75,0.24023824487925094,0.8098451448870667,0.25,0.04266572626755874,0.7246500306073242,0.08861601715577908,1.0,0.0
0.027014358232692524,0.75,0.1290688442962436,0.4981618841757318,0.0,0.16735907425567842,0.8473931868587072,0.07668774661532278,1.0,0.0
0.2167078051789351,0.25,0.10131496261630056,0.7203559214506997,0.25,0.189123497768404,0.7575764232401934,0.06284761969329175,1.0,0.0
0.13856316907541621,1.0,0.16340354461365547,0.49978809323908013,0.0,0.051137625448906876,0.8635789321538312,0.015257561456002256,1.0,0.0
0.04838153371008053,1.0,0.18670336506012764,0.8124161929472707,0.0,0.10328819034706833,0.3299926557991387,0.0073002692570563466,1.0,0.0
0.15031343253100907,1.0,0.2797717819921389,0.42428220065733846,0.5,0.038367739725434155,0.5975601796376355,0.0614622179816561,1.0,0.0
0.045693630813950524,0.75,0.2687057885685135,0.49733838981261813,0.5,0.0810452012731355,0.7336998164018347,0.05002756656891081,0.0,0.0
0.2088961125233208,0.0,0.27901458282545694,0.7053185441555718,0.5,0.031717595856894765,0.2827119199161744,0.02380366597314844,0.0,0.0
0.1338468826722092,0.25,0.2625655962839949,0.45620038916851413,0.0,0.06761837504313688,0.31996555946272665,0.029276979495902467,0.0,0.0
0.11430636782894474,0.25,0.2911453011090778,0.46861424280110764,0.25,0.1982402600760743,0.7071860754007573,0.039208717720141006,1.0,0.0
0.09045362674436296,1.0,0.16637499929226435,0.846893904048534,0.0,0.028028588117852332,0.894964643403056,0.04955208521225057,1.0,0.0
0.18908477793566653,0.75,0.061868374358273595,0.5833687154142111,0.0,0.17461429933136072,0.7283329431532781,0.03902589690884126,1.0,1.0
0.10854378316601712,0.75,0.07089050803711956,0.6636282722020889,0.25,0.03394146399573888,0.2289638507648605,0.03872916720859666,1.0,0.0
0.0262949757948303,0.0,0.1475690354430858,0.6360773404921658,0.25,0.11521944760112483,0.9763463336722584,0.011573281131135295,0.0,0.0
0.03540177063615459,1.0,0.11442177281824932,0.7467544882939433,0.25,0.10138156263692223,0.3116055207249961,0.08655904182553432,0.0,0.0
0.28856929936485437,0.25,0.09248514784026683,0.7670950596650458,0.0,0.18767983880371608,0.3860497868419918,0.06091540817780943,0.0,0.0
0.2725742072122821,0.0,0.28830094362716213,0.5879536794821858,0.5,0.055828975211316134,0.9799738255237795,0.014610218460201186,1.0,0.0
0.20991214014322487,1.0,0.09885489710265562,0.42673364497983957,0.5,0.05234276276833433,0.8168263973226999,0.04238744028779358,0.0,0.0
0.07976098843785587,0.0,0.28984481807880774,0.2636801485449817,0.0,0.15476853594220982,0.9492613443028053,0.04167159120295455,0.0,0.0
0.2907529132043172,0.0,0.24020971008030179,0.6186419506385921,0.0,0.1506295051580637,0.8452957542464239,0.060062087848912274,1.0,0.0
0.23362527118973836,0.0,0.21023641803130588,0.7452812999593718,0.25,0.14585271868870378,0.72138758000256,0.06088696178493316,0.0,0.0
0.2150670567476987,0.25,0.2190047400223446,0.5203238833069956,0.25,0.024702880911028534,0.4276423990904048,0.06452221369797624,1.0,0.0
0.1348084506431366,0.0,0.132868580914781,0.3488236842945186,0.5,0.06679274361048357,0.46150515335962033,0.06979030573438075,1.0,0.0
0.0816724685535477,1.0,0.21160675951457053,0.42284924376138455,0.25,0.17118113201377388,0.9578168584354958,0.010335404612901646,1.0,0.0
0.028917288646049786,0.75,0.09667302957031633,0.5559933577071188,0.0,0.1281544618622191,0.8885004929245157,0.030492220057281208,0.0,0.0
0.2707807189631525,0.25,0.28442635813399486,0.7520087313866,0.0,0.1283950857317927,0.4875923587538612,0.0017347819172672365,0.0,0.0
0.13673288695008332,0.0,0.1254483349901484,0.3530518876410524,0.0,0.07326498897286611,0.49861393409656307,0.045464151208038296,0.0,0.0
0.06070900943856909,0.25,0.11379662807338554,0.6172899254257085,0.25,0.06683115594025062,0.4381555122207078,0.04294300778302873,0.0,0.0
0.09178698724519575,0.0,0.22779069954853937,0.7020211683703272,0.0,0.19037987984328586,0.4609041141000032,0.07343269301794787,1.0,1.0
0.1737658706825688,1.0,0.2141121795165455,0.8116285122008939,0.5,0.1509959501935782,0.8885339730310287,0.016711694660786116,1.0,1.0
0.05303183488176951,0.25,0.16282472958582633,0.32002221500731565,0.5,0.042835901204330756,0.2084054852718775,0.06314944571255109,0.0,0.0
0.25698428522771266,0.25,0.2081115586726966,0.8058349804987344,0.0,0.1887872495858775,0.5488420968876198,0.03066941979301522,0.0,0.0
0.22755585895056302,0.0,0.08987326794021404,0.6108805211046877,0.5,0.12482662732724989,0.9542717428223264,0.03819164748096992,0.0,0.0
0.21583888678528104,0.0,0.21833207685048878,0.7100209524593716,0.25,0.08000522605227586,0.6341090841462471,0.07192868623714542,0.0,1.0
0.12962791193253112,0.0,0.11765267379879847,0.28226482574113326,0.0,0.09148510035192772,0.5603566321151228,0.007154804857357533,1.0,0.0
0.18819265221073295,0.0,0.11820899416911433,0.5536888933843571,0.25,0.1505728118634713,0.4498958437596705,0.03427828889311625,0.0,0.0
0.17522939067382068,0.75,0.09054498373594615,0.6235778044484762,0.25,0.08772907730349506,0.25913010388952307,0.03913232301396519,0.0,0.0
0.194953980466446,1.0,0.13309428375904114,0.43410030392370413,0.0,0.12417406384134927,0.37958918242201034,0.07157493118516688,0.0,0.0
0.025333296341966727,1.0,0.13281276507783202,0.5089901248607516,0.5,0.14788990939671287,0.272366727949497,0.019922441507070066,1.0,0.0
0.12474222065118289,0.25,0.1635447529255673,0.5825788811677588,0.0,0.05516749951507362,0.30135954377234264,0.09474129936904631,0.0,0.0
0.012484252158567744,1.0,0.09760487616658738,0.5815287638637879,0.0,0.1899634675236589,0.33081323530101586,0.09977619527941582,0.0,0.0
0.14819724577335566,0.75,0.09825188403969158,0.27511691524410287,0.0,0.08411109885837378,0.4416235456674228,0.08189101408200554,1.0,0.0
0.09895836369983559,0.0,0.18543464291580708,0.5136890599473354,0.0,0.09548745627384458,0.20881334399642837,0.029971250146352813,1.0,0.0
0.04335725665981407,0.0,0.08221935116761879,0.3782908928753385,0.0,0.14573258621620772,0.9601151084745982,0.06638666540728547,0.0,0.0
0.03102089031676549,0.75,0.2222242519972088,0.8000170468512099,0.25,0.12958131608979756,0.2990552741415797,0.008314803169793305,1.0,0.0
0.1762933716533136,0.25,0.28598678146564915,0.8359479940740004,0.25,0.09922157064905228,0.5065190978876697,0.08712793157065107,0.0,0.0
0.05117789056106583,0.0,0.15669890541609455,0.4297881378112415,0.0,0.13695356725414246,0.9036220477718244,0.05159928712602738,0.0,0.0
0.2775360355130391,1.0,0.2752763282876692,0.35511123835063524,0.5,0.18250909536296803,0.28525437615260985,0.017643916631978573,1.0,0.0
0.1743183419101185,0.75,0.07457914778146611,0.38170249056900585,0.5,0.16405105099617534,0.5868834014032966,0.032741655956170256,0.0,0.0
0.10406094136045112,0.75,0.060739406843911145,0.5366513532117723,0.5,0.16836662179185927,0.8758268780331167,0.08007427444879749,1.0,0.0
0.17727464744442503,1.0,0.23034221937846,0.774703359467907,0.25,0.06651351354211633,0.6455700992273121,0.08702267674270464,0.0,0.0
0.006841161308909249,1.0,0.24025539324537415,0.5500217289625837,0.5,0.09549260287357478,0.36827487633820805,0.05197133869344235,1.0,0.0
0.2875677639724336,1.0,0.26076456024143785,0.2832352370291786,0.25,0.11968744549773068,0.7884076251300651,0.04803115003106732,0.0,0.0
0.14469103108287007,0.25,0.06420441959999536,0.2739313616278864,0.25,0.027954347449066927,0.7450728502940063,0.07507347465532593,1.0,0.0
0.23482056817508584,1.0,0.2442267637392076,0.3864345673737091,0.0,0.15856259246791843,0.48974872523753943,0.0826189622518555,1.0,0.0
0.02481899997673157,0.75,0.14413468319914546,0.7556627665656572,0.5,0.07822341639471601,0.23703612926510012,0.07648468123958206,1.0,0.0
0.1459974992514481,0.75,0.12583440817054964,0.6228883345210864,0.0,0.07086729404738258,0.20629175191687513,0.03844280502342077,0.0,0.0
0.14721209830635626,1.0,0.09325598033582423,0.5877747122717749,0.25,0.06667256168410636,0.8603143065017373,0.06419257616093194,1.0,1.0
0.28134793649249484,0.0,0.29900393877563175,0.44138175554958525,0.5,0.0710082677756116,0.45724588924725484,0.08573599082709277,0.0,0.0
0.17151841571282261,0.25,0.06591589732971591,0.8076552430277124,0.0,0.08084266978840982,0.3102159188847237,0.015176063404741959,1.0,0.0
0.14204682031708613,0.0,0.25675200365199985,0.4487069469772794,0.25,0.12886842045370867,0.6148409809303856,0.03881366851149631,1.0,0.0
0.08009269892756807,0.25,0.2098736088726319,0.750966647591768,0.0,0.1250417579420114,0.9366666365800722,0.0056618883875264705,0.0,0.0
0.09947069920276565,0.25,0.2337701110654668,0.7875421107855304,0.25,0.06602811564833758,0.20678469161791818,0.04088772856873999,0.0,1.0
0.15620172074146133,1.0,0.2279292799804491,0.540001007929682,0.25,0.057156369783177355,0.24491483254113158,0.0772282083918649,1.0,1.0
0.131673438091514,1.0,0.26460862126829565,0.7865735616884455,0.0,0.16874447421284422,0.533635946068058,0.019702844342558746,1.0,0.0
0.006483623964099128,0.25,0.09594801746402708,0.41608197243462824,0.5,0.03669020078174598,0.7407727254040508,0.05418871511243837,0.0,1.0
0.24788757725830735,0.25,0.05020615420867135,0.6450600557099655,0.25,0.11230811141616696,0.5808803670136402,0.003658573342182714,0.0,0.0
0.26884823155193,0.75,0.19963212226081656,0.30277824911463175,0.25,0.11370095735406971,0.9180387507723238,0.08976499907316582,0.0,1.0
0.04207472669958323,1.0,0.1384646598308335,0.5343605284554362,0.5,0.12334462522609191,0.23526764442998252,0.08200046949004514,1.0,0.0
0.16621084306171482,1.0,0.08094683277928442,0.38039908129500877,0.0,0.17941702086328443,0.47211269571499487,0.052440919178706594,0.0,0.0
0.03257272234063306,0.0,0.09653468852605972,0.28765796675836175,0.25,0.1323045092170582,0.48107831151097663,0.07057869959719498,1.0,0.0
0.2016720279119435,0.0,0.13293732811480574,0.2522353048465724,0.5,0.19525407792464422,0.4721017807890734,0.010391616486885892,0.0,0.0
0.0843701351517025,0.75,0.06755834272167581,0.444851269864485,0.25,0.17684355500277096,0.5901487296987125,0.08452094963973705,1.0,0.0
0.19782679040757054,0.25,0.06422830053211272,0.6037183567220576,0.0,0.05865324670769809,0.8324616361556885,0.07152615310717714,0.0,0.0
0.2180983842860648,0.0,0.27900656370811105,0.5231382085906944,0.0,0.06341299584055421,0.4543060931222539,0.01199673967250805,0.0,0.0
0.2305942475752971,0.0,0.12802568733842407,0.4310615791116976,0.5,0.08205934446473072,0.7955865653057621,0.09806892851187776,1.0,0.0
0.03232228378676897,0.25,0.29555767436839625,0.8447200184657506,0.5,0.09047259471442365,0.3171723770232571,0.0022530444206446676,1.0,0.0
0.2748035535412824,0.25,0.29109175208259996,0.8137150239878067,0.5,0.1195391216553852,0.6485798845071602,0.06285108625927736,0.0,0.0
0.06906419726846424,0.75,0.08564282058177845,0.32539198410249814,0.0,0.06185227392134099,0.5000704205324361,0.017175499674081673,0.0,0.0
0.011223766852853933,0.0,0.22873107572404772,0.49906445600109683,0.5,0.060022132600477826,0.6313686418364566,0.07192576492195367,0.0,0.0
0.166455740817445,0.75,0.2002012222817673,0.6393081603961666,0.25,0.08865019232625433,0.28619980029779957,0.007040625396877898,1.0,0.0
0.11127668515873163,0.75,0.22266176827628842,0.690094478517962,0.5,0.14096416037829537,0.9627702774087268,0.008110088284311612,0.0,0.0
0.24893692293972394,0.25,0.0740477500036187,0.46982329294569425,0.5,0.1438626103573139,0.9249712934414223,0.04662917405631323,1.0,0.0
0.24247544161929052,0.0,0.09714001965863951,0.6977690876412086,0.0,0.19570101320725214,0.8611170434325033,0.0994009465401913,0.0,0.0
0.0951416678468146,0.75,0.06915966536272038,0.32449000774640696,0.5,0.056434778105926536,0.9142262587104415,0.027651623977065123,1.0,0.0
0.28586981852092347,0.75,0.2010335513042678,0.44908757515462283,0.25,0.09071464733425655,0.3173502961451889,0.061252816075652264,1.0,0.0
0.08727535144203559,0.25,0.2966477689622728,0.679859905453543,0.5,0.1936419496290309,0.6029774184157328,0.05185990743742355,0.0,0.0
0.15451713876951437,0.25,0.21799613441448534,0.6254096741562251,0.5,0.14420157367979938,0.4543273270052187,0.08421196096504376,0.0,0.0
0.07678952717028083,0.75,0.2276903837554824,0.7523261289169929,0.0,0.12661013446796346,0.909908753043327,0.02885896077051602,1.0,0.0
0.280813071014689,0.25,0.29614626038582026,0.27811421360029304,0.5,0.11713628925224245,0.3515501459995732,0.05549443807114862,0.0,0.0
0.049382345274605444,0.25,0.21950288854294903,0.3546350306938291,0.0,0.03359186842452618,0.3759562841135779,0.09506235151051809,0.0,0.0
0.013473185817698696,0.25,0.060045393157117585,0.27909674936317985,0.0,0.18080728558686388,0.7493715650840087,0.03325858083360576,0.0,1.0
0.13052911800091138,0.25,0.2667514002141494,0.3652685345495268,0.0,0.1325909387747194,0.27111972727013456,0.043940558131018104,0.0,0.0
0.2977126692167511,0.75,0.1411695725946991,0.252569686379761,0.0,0.12290013342704614,0.7858937415333118,0.08888133145036714,0.0,0.0
0.26750317987647415,0.25,0.051090905378678844,0.5525261810073198,0.5,0.11711006179793168,0.4145018306512979,0.03324988572344578,0.0,0.0
0.22458240583708475,0.25,0.17680854439020516,0.5669886373409532,0.0,0.09054455731780012,0.7287482922137178,0.038067376463381555,0.0,0.0
0.2672377472635574,0.75,0.2842537502190659,0.6447350688435969,0.25,0.0658396444449607,0.8984302290885284,0.03041188088776983,0.0,0.0
0.26803399190935895,0.25,0.1143326717987458,0.48094746832062607,0.25,0.15595795736020718,0.6876890985879924,0.0809531375325073,0.0,0.0
0.1556575081159347,0.0,0.17287829326320997,0.2519246144111104,0.5,0.11172215319709919,0.37014698662888723,0.09303869704377798,0.0,0.0
0.0947787155492379,1.0,0.09344422194559769,0.6543346926445823,0.25,0.026109115812059658,0.2393324204313733,0.06310988806669057,1.0,0.0
0.2316037296332964,0.0,0.06442316791661003,0.28257465264874754,0.25,0.0918370099589894,0.23569117735605272,0.062363013125965254,0.0,1.0
0.19849837895032832,0.75,0.0701362366782783,0.7697022584906463,0.5,0.18714865488010987,0.27104950561120633,0.03900036197131751,1.0,0.0
0.11209731866211302,0.25,0.23175272649033885,0.2635923926247624,0.25,0.08730102107735532,0.6638543299757728,0.0012483749571496673,1.0,0.0
0.02834000041845458,0.0,0.26601861768553725,0.5682850739539795,0.5,0.09438194142660328,0.478574283232521,0.01739375988235733,1.0,0.0
0.2240368834047078,0.0,0.08582470981312278,0.7869507294313124,0.5,0.1323130021499064,0.39448558191671856,0.014743835459023448,1.0,0.0
0.0787381547768594,1.0,0.12207964195261718,0.593493745473268,0.5,0.16430146468685883,0.375445246237753,0.011588200281303675,0.0,0.0
0.28104394516013376,0.25,0.09875736691120683,0.615050047926358,0.0,0.1403230011868482,0.9588652255224792,0.06540473160533954,1.0,0.0
0.07229117250170543,0.25,0.056713944231606986,0.6589665090024435,0.0,0.17300985160213037,0.29505326071365956,0.013634895237379763,0.0,0.0
0.036827379723445804,0.75,0.18835784247174592,0.3234453086382802,0.25,0.04051470566732569,0.44385152861812377,0.008563395253671923,0.0,0.0
0.24933380163747182,0.0,0.2249805425344119,0.6549562604863357,0.25,0.1864266595973568,0.5771818096153545,0.03825815065618582,1.0,0.0
0.04598529498734821,0.75,0.2119693702212676,0.7782129292076891,0.0,0.18270594783404948,0.20035962085940434,0.024902266296789856,0.0,0.0
0.05378049244732173,0.25,0.14701338682556192,0.8345324997011898,0.25,0.11344674558540582,0.9367625499805796,0.014586054563588226,0.0,0.0
0.17981483745625304,0.75,0.18875256148497632,0.5158311996150082,0.0,0.1324536028016962,0.2792788726080831,0.0146127875558568,1.0,1.0
0.2623686122512393,0.0,0.07352482665905617,0.4567029110065281,0.0,0.058306349036252314,0.745976480548938,0.02562057067827658,1.0,0.0
0.05893039971437197,1.0,0.08857592968067111,0.7019857693577902,0.5,0.10063053883665002,0.7030923817299908,0.05368497633760414,1.0,0.0
